word_id,word,translation into English,SER_m,SER_sd
word2746,IGNORANCIA,IGNORANCE,3.765,1.810
word2747,IGNORAR,IGNORE,3.639,1.900
word2748,IGUAL,SAME,2.912,1.944
word2749,IGUALAR,EQUALIZE,3.029,1.930
word2750,IGUALDAD,EQUALITY,4.763,1.881
word2751,IGUALES,ALIKE,3.278,2.106
word2752,IGUANA,IGUANA,2.941,1.650
word2753,ILUMINAR,GLEAM,4.378,1.949
word2754,ILUSIÓN,EXCITEMENT,5.088,1.676
word2755,ILUSIONAR,EXCITE,5.000,1.660
word2756,ILUSTRAR,ILLUSTRATE,3.194,1.636
word2757,IMAGEN,IMAGE,5.000,1.686
word2758,IMAGINAR,IMAGINE,4.912,1.848
word2759,IMAGINARIO,IMAGINARY,4.086,1.821
word2760,IMAGINARSE,IMAGINE,4.657,1.781
word2761,IMÁN,MAGNET,3.794,2.157
word2762,IMBÉCIL,IDIOT,3.711,1.769
word2763,IMITAR,IMITATE,3.735,1.463
word2764,IMPACIENCIA,IMPATIENCE,3.941,1.705
word2765,IMPARCIAL,IMPARTIAL,2.882,1.513
word2766,IMPERFECTO,IMPERFECT,3.500,1.942
word2767,IMPERMEABLE,RAINCOAT,2.882,1.572
word2768,IMPONER,IMPOSE,3.765,1.908
word2769,IMPORTACIÓN,IMPORT,1.750,1.025
word2770,IMPORTANTE,IMPERATIVE,4.353,1.704
word2771,IMPORTANTES,IMPORTANT,4.200,1.812
word2772,IMPOSIBILIDAD,IMPOSSIBILITY,3.657,1.748
word2773,IMPOSIBLE,IMPOSSIBLE,4.027,1.965
word2774,IMPOTENTE,IMPOTENT,4.158,1.882
word2775,IMPREGNAR,IMPREGNATE,3.703,2.080
word2776,IMPRESIONADO,IMPRESSED,4.229,1.699
word2777,IMPRESIONANTE,AWESOME,4.941,1.705
word2778,IMPRESO,PRINTED,2.632,1.601
word2779,IMPRIMIR,PRINT,3.371,1.767
word2780,IMPROBABLE,UNLIKELY,2.971,1.689
word2781,IMPROVISAR,IMPROVISE,3.943,1.697
word2782,IMPUESTO,TAX,3.229,1.816
word2783,IMPUGNAR,CHALLANGE,2.500,1.482
word2784,IMPUNIDAD,IMPUNITY,3.000,1.614
word2785,IMPUTAR,IMPUTE,3.706,2.023
word2786,IMPUTARSE,IMPULSE,3.265,1.912
word2787,INCAPAZ,UNABLE,3.824,1.642
word2788,INCENDIAR,IGNITE,5.086,1.634
word2789,INCENDIO,FIRE,4.794,1.431
word2790,INCENTIVO,INCENTIVE,2.639,1.759
word2791,INCIDENCIA,INCIDENCE,3.235,1.634
word2792,INCIDENTE,INCIDENT,3.436,1.889
word2793,INCIENSO,INCENSE,4.444,1.963
word2794,INCIERTO,UNCERTAIN,3.595,1.964
word2795,INCISIVO,INCISOR,3.057,1.413
word2796,INCITAR,INCITE,3.026,1.778
word2797,INCLINARSE,LEAN,2.647,1.323
word2798,INCOMODAR,DISTURB,3.278,1.846
word2799,INCOMODIDAD,DISCOMFORT,4.083,2.020
word2800,INCÓMODO,UNCOMFORTABLE,4.359,1.597
word2801,INCORDIAR,UNDERMINE,3.316,1.646
word2802,INCORDIO,NUISANCE,3.447,1.826
word2803,INCORPORAR,INCORPORATE,2.472,1.765
word2804,INCORRECTA,ERRONEOUS,3.088,1.505
word2805,INCORRECTO,INCORRECT,3.735,1.781
word2806,INCRÉDULO,INCREDULOUS,2.743,1.482
word2807,INCREÍBLE,AMAZING,4.579,2.009
word2808,INCREMENTAR,BOOST,3.121,1.453
word2809,INCREMENTO,INCREASE,3.158,1.669
word2810,INCULTO,UNCULTURED,3.135,1.858
word2811,INCURRIR,INCUR,2.382,1.538
word2812,INDECENTE,INDECENT,3.500,1.656
word2813,INDEFENSO,HELPLESS,4.343,1.878
word2814,INDEMNIZAR,COMPENSATE,2.771,1.750
word2815,INDEMNIZARSE,INDEMNIFY,2.771,1.957
word2816,INDEPENDIENTE,INDEPENDENT,4.353,1.952
word2817,INDEPENDIZAR,SEPARATE,3.778,2.113
word2818,ÍNDICE,INDEX,2.382,1.615
word2819,INDIFERENTE,INDIFFERENT,2.824,1.696
word2820,INDIO,INDIAN,2.639,1.900
word2821,INDISPENSABLE,INDISPENSABLE,3.351,1.989
word2822,INDIVIDUAL,DISTINGUISHING,3.171,1.636
word2823,INDIVIDUO,INDIVIDUAL,3.487,1.819
word2824,ÍNDOLE,TYPE,1.889,1.141
word2825,INDUCIR,INDUCE,2.892,1.646
word2826,INDUSTRIA,INDUSTRY,2.735,1.912
word2827,INDUSTRIAL,INDUSTRIAL,2.879,1.746
word2828,INESPERADO,UNEXPECTED,3.667,1.555
word2829,INFAME,ODIOUS,2.897,1.774
word2830,INFANTIL,CHILDISH,3.846,1.871
word2831,INFECCIÓN,INFECTION,4.735,1.620
word2832,INFELIZ,UNHAPPY,4.943,1.846
word2833,INFERENCIAL,INFERENTIAL,1.838,1.236
word2834,INFERIOR,LOWER,3.286,1.964
word2835,INFERIR,INFER,2.314,1.388
word2836,INFIEL,UNFAITHFUL,5.529,1.600
word2837,INFIERNO,HELL,5.206,1.409
word2838,INFINITUD,INFINITUDE,4.000,2.029
word2839,INFLAR,INFLATE,3.629,1.716
word2840,INFLIGIR,INFLICT,3.588,1.877
word2841,INFLUIR,IMPACT,3.647,1.668
word2842,INFORMAR,INFORM,2.868,1.679
word2843,INGENIERÍA,ENGINEERING,2.743,1.633
word2844,INGENIO,INGENUITY,3.559,1.845
word2845,INGENUIDAD,NAIVETY,3.412,1.500
word2846,INGLESA,ENGLISH,3.057,1.589
word2847,INGRESAR,ENTER,3.529,1.727
word2848,INHALAR,INHALE,3.800,1.549
word2849,INHIBIR,INHIBIT,2.588,1.520
word2850,INICIAR,COMMENCE,2.857,1.717
word2851,INICIATIVA,INITIATIVE,3.412,1.844
word2852,INICIO,BEGIN,2.706,1.624
word2853,INJURIA,OFFENSE,2.818,1.610
word2854,INJUSTO,UNFAIR,4.179,1.998
word2855,INMADURO,IMMATURE,3.853,1.560
word2856,INMENSIDAD,IMMENSITY,4.686,1.982
word2857,INMENSO,IMMENSE,3.941,1.808
word2858,INMOBILIARIA,REAL ESTATE,2.111,1.545
word2859,INMORAL,IMMORAL,2.921,1.836
word2860,INMORTAL,IMMORTAL,4.771,1.699
word2861,INMÓVIL,UNMOVABLE,3.571,1.596
word2862,INNATO,INNATE,3.324,1.646
word2863,INNOVAR,INNOVATE,3.882,1.771
word2864,INOCENCIA,INNOCENCE,3.735,1.675
word2865,INOCENTE,INNOCENT,3.737,1.781
word2866,INORGÁNICA,INORGANIC,3.429,1.836
word2867,INQUIETO,RESTLESS,4.206,1.553
word2868,INSCRIBIR,ENROLL,2.382,1.280
word2869,INSCRIBIRSE,REGISTER,2.167,1.342
word2870,INSCRIPCIÓN,INSCRIPTION,3.088,1.747
word2871,INSECTO,INSECT,4.294,2.023
word2872,INSEGURO,INSECURE,3.472,2.021
word2873,INSERTAR,ENTER,3.486,1.961
word2874,INSERVIBLE,INEFFECTIVE,2.941,1.205
word2875,INSISTIR,INSIST,3.771,1.610
word2876,INSOLENTE,INSOLENT,3.029,1.599
word2877,INSOMNIO,INSOMNIA,4.941,1.434
word2878,INSPECCIONAR,INSPECT,3.088,1.694
word2879,INSPECTOR,INSPECTOR,2.882,1.552
word2880,INSPIRADO,INSPIRED,4.649,2.031
word2881,INSPIRAR,INSPIRE,4.706,1.697
word2882,INSTALAR,INSTALL,2.744,1.902
word2883,INSTANTE,INSTANT,3.500,2.150
word2884,INSTAURARSE,ESTABLISH,2.171,1.465
word2885,INSTINTO,INSTINCT,4.730,1.677
word2886,INSTITUCIÓN,INSTITUTION,2.289,1.431
word2887,INSTITUCIONALIZAR,INSTITUTIONALIZE,2.088,1.422
word2888,INSTITUTO,INSTITUTE,4.057,1.697
word2889,INSULTO,INSULT,4.176,1.834
word2890,INTEGRAL,INTEGRAL,3.541,1.850
word2891,INTEGRAR,INTEGRATE,3.800,1.828
word2892,INTELECTO,INTELLECT,3.583,2.020
word2893,INTELECTUAL,INTELLECTIVE,3.583,1.991
word2894,INTELECTUALES,INTELLECTUAL,3.333,2.098
word2895,INTELIGENTE,INTELLIGENT,4.105,2.064
word2896,INTEMPERIE,OUTDOOR,4.417,1.903
word2897,INTENCIÓN,INTENTION,3.471,1.710
word2898,INTENTAR,TRY,4.275,1.601
word2899,INTENTO,EFFORT,2.974,1.732
word2900,INTERCAMBIAR,EXCHANGE,2.824,1.403
word2901,INTERÉS,INTEREST,3.974,1.808
word2902,INTERESANTE,INTERESTING,4.353,1.773
word2903,INTERESAR,INTEREST,4.486,1.634
word2904,INTERFERIR,INTERFERE,2.389,1.420
word2905,INTERIOR,INSIDE,3.553,1.639
word2906,INTERIORIZAR,INTERNALIZE,4.229,1.942
word2907,INTERNACIONAL,INTERNATIONAL,3.351,2.031
word2908,INTERNACIONALES,INTERNATIONAL,4.282,2.077
word2909,INTERNO,INTERNAL,3.088,1.485
word2910,INTERPONERSE,INTERPOSE,3.194,1.670
word2911,INTERPRETAR,PLAY,3.886,1.795
word2912,INTÉRPRETE,INTERPRETER,4.282,2.012
word2913,INTERROGAR,INTERROGATE,3.769,1.754
word2914,INTERRUMPIR,INTERRUPT,3.105,1.351
word2915,INTERRUPTOR,SWITCH,2.829,1.339
word2916,INTERVALO,INTERVAL,2.189,1.469
word2917,INTERVENIR,INTERVENE,3.324,1.665
word2918,INTESTINAL,INTESTINAL,3.088,1.712
word2919,INTIMIDAD,INTIMACY,4.912,1.712
word2920,ÍNTIMO,INTIMATE,5.029,1.678
word2921,INTOLERANTE,INTOLERANT,4.029,1.977
word2922,INTOXICARSE,INTOXICATE,4.971,1.766
word2923,INTRANQUILO,UNEASY,3.972,1.890
word2924,INTRODUCIR,INTRODUCE,2.765,1.499
word2925,INTROVERTIDO,INTROVERT,3.324,1.628
word2926,INTRUSO,INTRUDER,3.395,1.764
word2927,INTUICIÓN,INTUITION,3.778,1.958
word2928,INTUIR,INTUIT,3.559,1.709
word2929,INUNDACIÓN,FLOOD,4.257,1.853
word2930,INÚTIL,USELESS,3.629,1.864
word2931,INVALIDAR,INVALIDATE,3.371,1.784
word2932,INVASOR,INVASIVE,3.028,1.612
word2933,INVENCIÓN,INVENTION,2.750,1.645
word2934,INVENTAR,INVENT,3.605,1.911
word2935,INVENTARIO,INVENTORY,2.769,1.953
word2936,INVENTIVA,INVENTIVENESS,2.912,1.913
word2937,INVERNAR,HIBERNATE,3.353,1.593
word2938,INVERTIDO,INVESTED,3.229,1.629
word2939,INVERTIR,INVEST,2.794,1.666
word2940,INVESTIGAR,RESEARCH,4.027,1.993
word2941,INVITACIÓN,INVITATION,3.971,1.706
word2942,INVITAR,INVITE,3.432,1.849
word2943,INVOLUCRAR,IMPLICATE,3.059,1.825
word2944,INVOLUCRARSE,INVOLVE,3.647,1.773
word2945,IR,GO,3.556,1.698
word2946,IRA,IRE,4.694,1.600
word2947,IRIS,IRIS,4.257,1.884
word2948,IRONÍA,IRONY,4.571,1.914
word2949,IRRADIAR,RADIATE,3.618,2.045
word2950,IRREAL,UNREAL,3.657,1.748
word2951,IRRESPONSABLE,IRRESPONSIBLE,3.474,1.842
word2952,IRRITAR,IRRITATE,4.471,1.285
word2953,IRRUMPIR,INVADE,3.027,1.624
word2954,IRSE,DEPART,4.282,1.905
word2955,ISLA,ISLAND,4.029,1.766
word2956,ISLAM,ISLAM,3.629,1.750
word2957,ISÓSCELES,ISOSCELES,2.308,1.559
word2958,ITINERARIO,ITINERARY,2.853,1.844
word2959,IZQUIERDA,LEFT,2.806,1.997
word2960,IZQUIERDO,LEFT,3.184,1.738
word2961,JABALÍ,BOAR,3.265,1.582
word2962,JABÓN,SOAP,3.639,2.100
word2963,JAMÓN,HAM,5.118,1.647
word2964,JAQUECA,MIGRAINE,4.647,1.686
word2965,JARDÍN,GARDEN,4.658,1.475
word2966,JARRA,PITCHER,3.294,2.053
word2967,JARRÓN,VASE,2.794,1.737
word2968,JAULA,CRATE,3.353,1.368
word2969,JAURÍA,PACK,3.389,1.886
word2970,JAZMÍN,JASMINE,4.235,1.724
word2971,JAZZ,JAZZ,4.639,1.885
word2972,JEFE,BOSS,3.743,1.853
word2973,JERARQUÍA,HIERARCHY,2.647,1.555
word2974,JERARQUIZAR,RANK,2.949,1.776
word2975,JERGA,JARGON,3.176,1.642
word2976,JERSEY,SWEATER,4.692,1.688
word2977,JINETE,HORSEMAN,2.735,1.639
word2978,JIRAFA,GIRAFFE,3.286,1.545
word2979,JORNADA,CONFERENCE,2.750,1.663
word2980,JORNAL,WAGE,2.765,1.615
word2981,JOROBADO,HUNCHBACK,3.308,1.688
word2982,JOVEN,YOUNG,4.289,1.575
word2983,JOVIAL,JOVIAL,4.086,1.976
word2984,JOYA,JEWEL,3.472,1.844
word2985,JUBILAR,DITCH,3.143,1.648
word2986,JUBILARSE,RETIRE,3.676,1.872
word2987,JÚBILO,JUBILATION,3.571,1.945
word2988,JUBILOSO,JUBILANT,3.162,1.740
word2989,JUDICIAL,JUDICIAL,2.868,1.614
word2990,JUDÍO,JEW,3.100,1.905
word2991,JUEGO,GAME,4.059,1.632
word2992,JUERGA,SPREE,5.059,1.536
word2993,JUEVES,THURSDAY,3.647,1.790
word2994,JUEZ,JUDGE,3.297,1.808
word2995,JUGAR,PLAY,4.500,1.813
word2996,JUGO,JUICE,4.139,2.016
word2997,JUGUETE,TOY,4.432,1.788
word2998,JUICIO,JUDGMENT,3.588,1.540
word2999,JULIO,JULY,4.371,2.059
word3000,JUNGLA,JUNGLE,4.795,1.838
word3001,JUNIO,JUNE,4.235,2.046
word3002,JUNTAR,GATHER,3.618,1.538
word3003,JUNTARSE,JOIN,4.229,1.646
word3004,JUNTOS,TOGETHER,5.257,1.482
word3005,JÚPITER,JUPITER,3.176,1.834
word3006,JURAMENTO,OATH,3.528,1.949
word3007,JURAR,SWEAR,3.886,1.952
word3008,JUSTA,FAIR,3.800,1.677
word3009,JUSTICIA,JUSTICE,4.714,1.872
word3010,JUSTIFICAR,JUSTIFY,2.784,1.512
word3011,JUSTO,JUST,3.528,2.299
word3012,JUVENTUD,YOUTH,4.763,1.700
word3013,JUZGAR,EQUAL,3.824,1.800
word3014,KETCHUP,KETCHUP,4.206,2.086
word3015,KILO,KILO,3.079,1.792
word3016,LABERINTO,LABYRINTH,3.647,1.668
word3017,LABIO,LIP,5.417,1.713
word3018,LABIOS,LIPS,5.333,1.740
word3019,LABOR,WORK,3.000,1.749
word3020,LABORAL,LABOR,3.147,1.844
word3021,LABRADOR,FARMER,3.789,1.877
word3022,LACRIMAL,LACRIMAL,3.800,1.844
word3023,LÁCTEO,MILKY,3.846,1.954
word3024,LADERA,HILLSIDE,3.118,1.591
word3025,LADO,SIDE,2.139,1.355
word3026,LADRAR,BARK,4.385,1.928
word3027,LADRILLO,BRICK,2.543,1.221
word3028,LADRÓN,THIEF,3.647,1.475
word3029,LAGO,LAKE,4.474,1.797
word3030,LAGUNA,LAGOON,3.765,1.671
word3031,LAMER,LICK,4.514,1.634
word3032,LÁMINA,LAYER,2.343,1.349
word3033,LÁMPARA,LAMP,2.853,1.794
word3034,LANA,WOOL,4.118,1.903
word3035,LÁNGUIDO,LANGUID,2.514,1.560
word3036,LANZA,SPEAR,3.105,1.673
word3037,LANZAR,SEND,3.632,1.634
word3038,LÁPIZ,PENCIL,3.229,1.734
word3039,LAPSO,LAPSE,2.441,1.330
word3040,LARGA,EXPANDED,2.853,1.480
word3041,LARGAS,ENDLESS,2.711,1.642
word3042,LARGO,LONG,3.474,1.955
word3043,LARGOS,LONG,3.395,1.794
word3044,LÁSER,LASER,4.147,1.877
word3045,LÁSTIMA,PITY,4.514,1.853
word3046,LASTIMAR,HARM,4.353,1.574
word3047,LATERAL,LATERAL,2.853,1.811
word3048,LÁTIGO,CANE,4.471,1.762
word3049,LATÍN,LATIN,2.294,1.360
word3050,LATIR,BEAT,5.429,1.441
word3051,LATITUD,LATITUDE,2.147,1.351
word3052,LATÓN,BRASS,2.441,1.599
word3053,LAUREL,LAUREL,3.763,1.881
word3054,LAVABO,SINK,3.273,1.807
word3055,LAVAR,RINSE,3.471,1.637
word3056,LAVARSE,WASH,4.576,1.888
word3057,LAZO,RIBBON,3.686,1.388
word3058,LEAL,LOYAL,3.667,2.280
word3059,LEALTAD,LOYALTY,3.824,1.914
word3060,LECHE,MILK,4.353,2.334
word3061,LECHERA,DAIRYMAID,3.135,1.974
word3062,LECHO,RIVERBED,3.029,1.790
word3063,LECHUGA,LETTUCE,4.028,2.236
word3064,LECTOR,READER,3.658,1.935
word3065,LEER,READ,4.857,1.593
word3066,LEGADO,LEGACY,3.405,1.848
word3067,LEGAL,LEGAL,2.838,1.692
word3068,LEGALIZAR,LEGALIZE,3.412,1.635
word3069,LEGIÓN,LEGION,2.474,1.688
word3070,LEGISLAR,LEGISLATE,2.588,1.520
word3071,LEGITIMAR,LEGITIMIZE,2.559,1.307
word3072,LEGUA,LEAGUE,2.658,1.849
word3073,LEJANÍA,DISTANCE,4.184,1.706
word3074,LEJANO,FAR,3.919,1.785
word3075,LEMA,MOTTO,3.030,1.403
word3076,LENCERÍA,LINGERIE,4.788,1.409
word3077,LENGUA,TONGUE,4.579,1.605
word3078,LENGUAJE,LANGUAGE,4.441,1.727
word3079,LENTA,METHODICAL,3.286,1.792
word3080,LENTITUD,SLOWNESS,3.382,1.518
word3081,LENTO,SLUGGISH,3.447,1.704
word3082,LEÑA,FIREWOOD,3.763,1.866
word3083,LEÓN,LION,4.861,1.693
word3084,LEOPARDO,LEOPARD,4.324,1.870
word3085,LEPRA,LEPROSY,4.143,2.102
word3086,LESBIANA,LESBIAN,4.206,1.629
word3087,LESIÓN,INJURY,4.694,1.849
word3088,LESIONAR,INJURE,4.294,1.750
word3089,LETAL,LETHAL,4.167,2.118
word3090,LETARGO,LETHARGY,2.382,1.538
word3091,LETRA,WRITING,3.471,2.048
word3092,LEVANTAR,LIFT,3.471,1.830
word3093,LEVANTARSE,RISE,4.308,1.719
word3094,LEVE,MILD,2.514,1.245
word3095,LÉXICO,VOCABULARY,2.658,1.599
word3096,LEY,LAW,3.229,1.646
word3097,LEYENDA,LEGEND,4.205,1.949
word3098,LIAR,ROLL,4.294,1.697
word3099,LIBERACIÓN,LIBERATION,5.257,1.704
word3100,LIBERAL,LIBERAL,4.838,2.062
word3101,LIBERAR,FREE,4.703,2.133
word3102,LIBERTAD,FREEDOM,5.865,1.798
word3103,LIBRA,POUND,2.946,2.041
word3104,LIBRE,FREE,5.500,1.600
word3105,LIBRES,FREE,4.088,2.050
word3106,LIBRO,BOOK,4.417,2.075
word3107,LICENCIA,PERMIT,3.147,1.760
word3108,LICENCIADO,GRADUATED,3.147,1.861
word3109,LICENCIAR,LICENSE,3.059,1.632
word3110,LICENCIARSE,GRADUATE,3.763,2.199
word3111,LICOR,LIQUEUR,4.658,1.697
word3112,LÍDER,CHIEF,3.588,1.940
word3113,LIDIAR,DEAL,3.216,1.960
word3114,LIEBRE,HARE,3.800,1.937
word3115,LIENZO,CANVAS,3.686,1.843
word3116,LIGA,LEAGUE,2.618,1.670
word3117,LIGAR,FLIRT,4.972,1.797
word3118,LIGERA,LIGHT,3.686,1.778
word3119,LIGERO,LIGHT,3.486,1.592
word3120,LIJAR,SAND,3.784,1.974
word3121,LIMA,LIME,3.771,2.073
word3122,LIMAR,POLISH,3.143,1.801
word3123,LIMBO,LIMBO,3.294,1.661
word3124,LIMITADA,LIMITED,3.029,1.618
word3125,LÍMITE,LIMIT,3.568,1.937
word3126,LIMÓN,LEMON,4.912,1.865
word3127,LIMONADA,LEMONADE,4.405,2.153
word3128,LIMONERO,LEMON TREE,4.086,2.049
word3129,LIMPIA,CLEAN,3.676,1.821
word3130,LIMPIAR,CLEAN,4.324,1.796
word3131,LIMPIARSE,CLEAN,4.108,1.595
word3132,LIMPIO,CLEAN,4.974,1.763
word3133,LINAJE,LINEAGE,2.088,1.288
word3134,LINDE,BORDER,1.771,1.165
word3135,LÍNEA,LINE,2.471,1.212
word3136,LINGÜÍSTICA,LINGUISTICS,2.389,1.536
word3137,LINTERNA,FLASHLIGHT,3.528,1.828
word3138,LÍO,TROUBLE,3.294,1.784
word3139,LIQUIDAR,LIQUIDATE,3.229,1.592
word3140,LÍRICA,LYRIC,3.853,1.598
word3141,LIRIO,LILY,4.229,1.682
word3142,LISO,SMOOTH,3.353,1.790
word3143,LISTA,LIST,3.147,1.861
word3144,LISTO,SMART,4.114,1.875
word3145,LITERATURA,LITERATURE,3.500,1.813
word3146,LITRO,LITER,3.343,1.552
word3147,LLAGA,SORE,4.324,1.770
word3148,LLAMA,FLAME,4.154,1.940
word3149,LLAMADA,CALL,4.206,1.409
word3150,LLAMADAS,CALLS,4.389,2.074
word3151,LLAMADO,NAMED,2.579,1.536
word3152,LLAMAR,CALL,3.900,2.036
word3153,LLAMARSE,CALLED,3.686,1.982
word3154,LLANO,FLAT,2.417,1.610
word3155,LLANTO,CRYING,5.400,1.355
word3156,LLAVE,KEY,3.457,1.738
word3157,LLEGADA,ARRIVAL,3.649,2.085
word3158,LLEGAR,ARRIVE,3.629,1.750
word3159,LLENA,FULL,3.865,2.016
word3160,LLENAR,FILL,3.824,1.834
word3161,LLENO,FULL,3.912,1.264
word3162,LLEVAR,CARRY,2.088,0.933
word3163,LLEVARSE,NICK,3.257,1.540
word3164,LLORAR,CRY,6.086,1.067
word3165,LLORIQUEAR,WHIMPER,4.765,1.281
word3166,LLORIQUEO,WHINING,4.353,1.203
word3167,LLORÓN,WEEPY,4.394,1.519
word3168,LLOVER,RAIN,5.769,1.158
word3169,LLUVIA,RAIN,5.294,1.268
word3170,LOBO,WOLF,4.943,1.731
word3171,LÓBREGO,GLOOMY,2.000,1.414
word3172,LOCA,INSANE,4.194,1.925
word3173,LOCAL,LOCAL,3.176,1.585
word3174,LOCALIZAR,PINPOINT,3.206,1.553
word3175,LOCAS,CRAZY,4.265,1.814
word3176,LOCO,MAD,4.686,1.549
word3177,LOCOS,CRAZYMEN,4.389,2.074
word3178,LOCUTOR,ANNOUNCER,3.576,1.904
word3179,LODO,MUD,3.152,1.698
word3180,LÓGICA,LOGIC,3.429,1.481
word3181,LÓGICO,LOGICAL,3.333,1.675
word3182,LOGRAR,ACHIEVE,4.622,2.032
word3183,LOGRO,ACHIEVEMENT,4.441,2.018
word3184,LOMO,LOIN,4.059,1.938
word3185,LONA,MAT,2.882,1.754
word3186,LONGITUD,LENGTH,2.265,1.355
word3187,LORO,PARROT,3.868,1.528
word3188,LOSA,SLAB,2.343,1.846
word3189,LOTERÍA,LOTTERY,4.441,1.691
word3190,LOTO,LOTUS,2.447,1.735
word3191,LUBRICAR,LUBRICATE,4.794,1.250
word3192,LUCHA,FIGHT,4.353,1.574
word3193,LUCHAR,COMBAT,5.314,1.641
word3194,LUCIR,SHINE,4.229,2.001
word3195,LUCRO,PROFIT,2.194,1.653
word3196,LUGAR,PLACE,3.794,2.027
word3197,LUJO,LUXURY,4.429,1.770
word3198,LUJURIA,LUST,4.853,1.778
word3199,LUMBRE,FIRE,4.079,1.950
word3200,LUMBRERA,GENIUS,2.618,1.652
word3201,LUMINOSIDAD,BRIGHTNESS,5.229,1.190
word3202,LUMINOSO,BRIGHT,5.000,1.452
word3203,LUNA,MOON,4.941,1.650
word3204,LUNAR,LUNAR,3.118,1.572
word3205,LUNES,MONDAY,4.270,2.036
word3206,LUTO,MOURNING,5.143,1.927
word3207,LUZ,ILLUMINATION,4.794,1.737
word3208,MACETA,FLOWER POT,2.588,1.559
word3209,MACHACAR,CRUSH,3.971,1.740
word3210,MACHO,MALE,3.361,1.759
word3211,MADERA,WOOD,3.722,1.966
word3212,MADRE,MOTHER,5.794,1.533
word3213,MADRILEÑO,MADRILENIAN,3.256,1.743
word3214,MADRUGAR,GET UP EARLY,4.912,1.764
word3215,MADUREZ,MATURITY,4.143,1.700
word3216,MAESTRO,TEACHER,4.088,1.764
word3217,MAFIA,MAFIA,3.529,1.926
word3218,MAGDALENA,MUFFIN,4.629,2.001
word3219,MAGENTA,MAGENTA,3.794,1.997
word3220,MÁGICA,MAGIC,4.973,1.756
word3221,MÁGICO,MAGICAL,5.200,1.712
word3222,MAGISTRAL,MASTERLY,3.118,1.647
word3223,MAGNETISMO,MAGNETISM,3.147,1.560
word3224,MAGNITUD,MAGNITUDE,2.912,1.747
word3225,MAGO,MAGICIAN,3.882,1.647
word3226,MAÍZ,CORN,3.000,1.723
word3227,MAJESTAD,MAJESTY,2.515,1.326
word3228,MAL,EVIL,4.176,1.642
word3229,MALA,BAD,3.639,1.959
word3230,MALARIA,MALARIA,4.027,2.007
word3231,MALAS,BAD,3.727,1.606
word3232,MALDECIR,CURSE,3.263,1.766
word3233,MALDICIÓN,CURSE,3.647,1.873
word3234,MALDITO,DAMNED,3.371,1.573
word3235,MALECÓN,PIER,3.343,1.765
word3236,MALEDUCADO,IMPOLITE,3.556,1.731
word3237,MALEFICIO,HEX,3.973,1.907
word3238,MALETA,SUITCASE,4.361,2.072
word3239,MALETERO,PORTER,2.861,1.930
word3240,MALEZA,WEED,3.278,1.750
word3241,MALICIA,MALICE,3.921,1.937
word3242,MALLA,MESH,2.571,1.481
word3243,MALO,BAD,4.595,1.723
word3244,MALOLIENTE,SMELLY,4.800,1.762
word3245,MALOS,BAD,3.743,1.821
word3246,MALTRATO,MISTREATMENT,5.086,1.772
word3247,MALVADO,EVIL,3.853,1.690
word3248,MAMÁ,MOM,6.314,1.022
word3249,MAMAR,SUCK,4.176,1.783
word3250,MAMÍFERO,MAMMAL,4.368,1.422
word3251,MANANTIAL,FOUNTAINHEAD,4.606,1.478
word3252,MANCHAR,STAIN,3.541,1.643
word3253,MANCHARSE,STAIN,3.882,1.610
word3254,MANDAR,SEND,3.237,1.923
word3255,MANDÍBULA,JAW,3.564,1.971
word3256,MANEJAR,HANDLE,2.765,1.539
word3257,MANEJO,USE,2.784,1.750
word3258,MANERA,WAY,2.171,1.294
word3259,MANGA,SLEEVE,2.743,1.615
word3260,MANGO,MANGO,4.588,1.725
word3261,MANGUERA,HOSE,3.514,2.142
word3262,MANÍA,MANIA,3.658,1.878
word3263,MANÍACO,MANIAC,4.629,1.816
word3264,MANIFESTACIÓN,MANIFESTATION,3.763,1.601
word3265,MANIFESTAR,MANIFEST,3.730,2.023
word3266,MANIOBRAR,MANEUVER,3.429,1.650
word3267,MANIPULAR,HANDLE,3.882,1.950
word3268,MANIQUÍ,MANIKIN,3.270,1.895
word3269,MANIVELA,CRANK,2.641,1.547
word3270,MANO,HAND,3.943,1.862
word3271,MANOJO,BUNCH,2.447,1.408
word3272,MANOPLA,MITTEN,3.000,1.970
word3273,MANOSEAR,HANDLE,3.868,1.679
word3274,MANSIÓN,MANSION,4.333,2.043
word3275,MANSO,MEEK,3.424,1.542
word3276,MANTEL,TABLECLOTH,3.059,1.969
word3277,MANTENER,MAINTAIN,3.294,1.867
word3278,MANTEQUILLA,BUTTER,3.765,2.016
word3279,MANTO,MANTLE,3.132,1.788
word3280,MANUFACTURAR,FABRICATE,2.294,1.382
word3281,MANZANA,APPLE,4.343,1.862
word3282,MAÑA,KNACK,2.914,1.669
word3283,MAÑANA,MORNING,3.528,2.104
word3284,MAPA,MAP,3.611,1.591
word3285,MAPACHE,RACCOON,3.500,1.748
word3286,MAQUILLAR,MAKE UP,4.273,1.663
word3287,MAQUILLARSE,MAKE UP,4.529,1.600
word3288,MÁQUINA,MACHINE,3.457,1.915
word3289,MAQUINILLA,RAZOR,3.500,1.920
word3290,MAR,SEA,5.765,1.208
word3291,MARAÑA,TANGLE,2.943,1.697
word3292,MARAVILLA,WONDER,3.917,2.062
word3293,MARAVILLOSA,WONDERFUL,4.895,1.886
